,title,created_utc
948,Trudeau: Canadians watching US unrest and police violence in ‘shock and horror’,05-29-2020 22:54:36
949,India bans 59 Chinese apps including TikTok as border tensions simmer in Ladakh,06-29-2020 11:12:52
950,"Arrested Hong Kong protesters are tortured regularly, says human rights group",05-13-2020 03:20:49
951,The European Union has fined two pharmaceutical companies for colluding to keep a cheap alternative to a sleep disorder medicine off the market for their profit and at the expense of patients.,11-26-2020 16:06:55
952,"Iranian TV host and proponent of Islamic dress code caught drinking beer, without hijab in Switzerland",07-25-2017 09:32:51
953,New Zealand Prime Minister Says Borders Will Remain Closed to Tourists Until Citizens Are Vaccinated,01-30-2021 11:36:10
954,"Face coverings are now mandatory in the Republic of Ireland and people who violate the law get a fine of €2,500",08-11-2020 13:39:00
955,"‘This. Hurts. Babies’: Canadian Doctors alarmed at weekend courses teaching chiropractors how to adjust newborn spines - The International Chiropractic Pediatric Association, which has falsely claimed that mercury in vaccines causes autism, is organizing the weekend courses.",07-03-2019 07:07:32
956,"Italy is shutting cinemas, swimming pools and gyms from Monday in a further attempt to curb the rapid rise in coronavirus infections.",10-25-2020 08:35:50
957,'It is unclear why quality control did not detect this issue': Early CDC coronavirus tests couldn't distinguish between coronavirus and water,03-19-2020 21:37:09
958,A Chinese Citizen Journalist Covering Coronavirus Just Live-Streamed His Own Arrest,02-28-2020 12:17:22
959,Trump has concealed details of his face-to-face encounters with Putin from senior officials in administration,01-12-2019 18:17:48
960,Egypt: Entire ICU ward dies after oxygen supply fails,01-05-2021 06:26:40
961,Italy extends coronavirus measures nationwide,03-09-2020 16:48:20
962,"A small town in northern Italy has reportedly stopped all new coronavirus infections as part of a successful experiment that involved blanket testing of the town's entire population of 3,300 people",03-18-2020 10:34:21
963,"Belize, home of the largest barrier reef in the western hemisphere, has permanently suspended oil operations in its ocean waters: ...the first time that a developing country has taken such a major step to protect its oceans -and all the life within - from oil exploration and extraction.",01-06-2018 22:57:06
964,The Guy Trump Cited as Proof There Wasn’t a Quid Pro Quo Just Said There Was a Quid Pro Quo,11-07-2019 11:53:16
965,Former Facebook exec says social media is ripping apart society,12-11-2017 09:47:37
966,United States refuses to back Canada in Saudi Arabia dispute,08-08-2018 17:19:05
967,"It's a 'false hope' coronavirus will disappear in the summer like the flu, WHO says",03-13-2020 10:45:29
968,Canada to pardon citizens convicted on simple marijuana possession charges,10-16-2018 19:38:57
969,Donald Trump Jr. reportedly hiding in Canada from media as Mueller indictment looms,12-08-2018 16:53:55
970,"180 mayors adopt Paris climate accord after U.S. pulls out: 'The group of mayors, who represent more than 51 million Americans and some of the largest U.S. cities, outlined a plan to align with the other 194 nations that adopted the accord'",06-04-2017 02:31:15
971,Google admits workers listen to private audio recordings from Google Home Smart Speakers.,07-11-2019 12:02:50
972,"Uruguay issues travel warning for the U.S. after mass shootings, citing ""indiscriminate violence"" and a rise in hate crimes",08-05-2019 23:36:09
973,Google shifted $23 billion to tax haven Bermuda in 2017,01-03-2019 12:47:44
974,Doctors in Italy reacted with outrage Monday after the country’s new populist government approved its first piece of anti-vax legislation,08-07-2018 18:07:20
975,"South Korea to implement ""Green New Deal"" after ruling party's election win - Plan includes large-scale investments in renewable energy, a carbon tax, the phase out of coal financing by public institutions, and supporting workers' transition to green jobs",04-19-2020 12:41:33
976,"Canada does not support Russia's return to G7, which was proposed by U.S. President Trump over the weekend, because Moscow continues to flout international law, PM Trudeau said on Monday.",06-01-2020 12:58:25
977,Pfizer CEO says third Covid vaccine dose likely needed within 12 months,04-15-2021 13:27:46
978,Trump lifts sanctions on firms linked to Russian oligarch Oleg Deripaska,01-27-2019 17:19:20
979,"Zero Covid deaths recorded yesterday for England, Scotland and NI",05-10-2021 12:09:26
980,Japanese women are breaking their silence about sexual abuse and harassment and joining the #MeToo movement,12-23-2017 02:49:12
981,Melania Trump sculpture in Slovenia set on fire on the Fourth of July,07-08-2020 20:32:18
982,"70% in Japan want telecommuting to continue after pandemic, survey finds",06-22-2020 03:42:00
983,‘We won’t be cash cows’: UK students plan the largest rent strike in 40 years,12-06-2020 03:21:10
984,China to Donald Trump: Your North Korea speech was really unhelpful,09-20-2017 15:38:17
985,"After Donald Trump Promised To Release Tape Showing The ‘Sun’ Misquoted Him, White House Refuses To Release It",07-14-2018 09:45:50
986,Pakistani senate to vote on law to make minimum age of marriage set to 18 years old,04-29-2019 18:49:47
987,"China threatens product,export boycotts if Australia launches investigation of Beijing's handling of coronavirus",04-28-2020 01:26:59
988,Wuhan doctors celebrate closure of last temporary hospital after dramatic fall in cases in China,03-14-2020 18:36:35
989,Women say Morocco's invasive 'virginity tests' are assault: Invasively checking vaginal tightness and whether hymens are intact is common in rural Morocco. But women are increasingly publicly opposing this practice. They say the examination constitutes rape,01-01-2019 10:25:48
990,"Egypt Announces Discovery of 3000-year-old “Lost Gold City” in Luxor, described as “the second most important archeological discovery since the tomb of Tutankhamun.”",04-08-2021 18:07:28
991,"A senior Saudi official issued what was perceived to be a death threat against the independent United Nations investigator, Agnès Callamard, after her investigation into the murder of journalist Jamal Khashoggi.",03-23-2021 08:19:13
992,"A sniper with Canada’s elite special forces in Iraq has shattered the world record for the longest confirmed kill shot in military history at a staggering distance of 3,450 metres.",06-21-2017 22:01:39
993,German police sue American woman for slander for calling them 'Nazis',01-26-2018 07:24:36
